Date ,Longitude,Latitude,LSOA code,Crime type
17/08/2019,-1.701041,54.868491,E01020661,Shoplifting
24/08/2019,-1.698985,54.870463,E01020661,Shoplifting
07/08/2019,-1.702807,54.867795,E01020661,Shoplifting
13/08/2019,-1.702807,54.867795,E01020661,Shoplifting
14/08/2019,-1.701041,54.868491,E01020661,Shoplifting
14/08/2019,-1.701041,54.868491,E01020661,Shoplifting
02/08/2019,-1.695416,54.870562,E01020661,Shoplifting
06/08/2019,-1.701041,54.868491,E01020661,Shoplifting
09/08/2019,-1.701041,54.868491,E01020661,Shoplifting
22/08/2019,-1.701041,54.868491,E01020661,Shoplifting
28/08/2019,-1.701041,54.868491,E01020661,Shoplifting
25/08/2019,-1.701041,54.868491,E01020661,Shoplifting
11/08/2019,-1.702807,54.867795,E01020661,Shoplifting
07/08/2019,-1.695416,54.870562,E01020661,Shoplifting
12/08/2019,-1.698985,54.870463,E01020661,Shoplifting
18/08/2019,-1.705654,54.868431,E01020661,Vehicle crime
15/08/2019,-1.687167,54.877443,E01020662,Burglary
21/08/2019,-1.688695,54.877402,E01020662,Burglary
19/08/2019,-1.691144,54.877111,E01020662,Vehicle crime
17/08/2019,-1.691144,54.877111,E01020662,Vehicle crime
02/08/2019,-1.691144,54.877111,E01020662,Vehicle crime
14/08/2019,-1.690331,54.873344,E01020662,Vehicle crime
20/08/2019,-1.676736,54.903395,E01020663,Burglary
14/08/2019,-1.688429,54.87945,E01020663,Shoplifting
17/08/2019,-1.70461,54.876929,E01020678,Shoplifting
27/08/2019,-1.70461,54.876929,E01020678,Shoplifting
18/08/2019,-1.63613,54.863201,E01020606,Burglary
16/08/2019,-1.641244,54.871493,E01020606,Vehicle crime
13/08/2019,-1.598653,54.875107,E01020615,Vehicle crime
17/08/2019,-1.608631,54.873046,E01020616,Shoplifting
08/08/2019,-1.608631,54.873046,E01020616,Shoplifting
05/08/2019,-1.608631,54.873046,E01020616,Shoplifting
13/08/2019,-1.625134,54.86793,E01020617,Burglary
24/08/2019,-1.621774,54.8657,E01020617,Vehicle crime
18/08/2019,-1.765536,54.873252,E01020653,Vehicle crime
22/08/2019,-1.588208,54.864702,E01020597,Burglary
01/08/2019,-1.589087,54.861056,E01020597,Vehicle crime
02/08/2019,-1.573468,54.861856,E01020598,Burglary
13/08/2019,-1.569048,54.861463,E01020598,Shoplifting
15/08/2019,-1.576365,54.85899,E01020598,Shoplifting
15/08/2019,-1.569048,54.861463,E01020598,Shoplifting
27/08/2019,-1.569048,54.861463,E01020598,Shoplifting
18/08/2019,-1.572989,54.859994,E01020598,Shoplifting
15/08/2019,-1.569048,54.861463,E01020598,Shoplifting
08/08/2019,-1.576365,54.85899,E01020598,Shoplifting
20/08/2019,-1.576365,54.85899,E01020598,Shoplifting
10/08/2019,-1.683248,54.86442,E01020647,Vehicle crime
12/08/2019,-1.684469,54.863687,E01020647,Vehicle crime
20/08/2019,-1.678431,54.858845,E01020648,Burglary
09/08/2019,-1.674872,54.857892,E01020649,Vehicle crime
12/08/2019,-1.683111,54.870027,E01020675,Burglary
17/08/2019,-1.730865,54.858955,E01020624,Burglary
16/08/2019,-1.724795,54.86046,E01020624,Burglary
24/08/2019,-1.723991,54.859622,E01020624,Burglary
13/08/2019,-1.726127,54.859339,E01020624,Burglary
11/08/2019,-1.724795,54.86046,E01020624,Vehicle crime
29/08/2019,-1.724795,54.86046,E01020624,Vehicle crime
09/08/2019,-1.736909,54.856613,E01020625,Shoplifting
03/08/2019,-1.736909,54.856613,E01020625,Shoplifting
07/08/2019,-1.735417,54.858533,E01020625,Theft from the person
30/08/2019,-1.733272,54.853056,E01020625,Vehicle crime
12/08/2019,-1.733272,54.853056,E01020625,Vehicle crime
14/08/2019,-1.706149,54.864631,E01020670,Burglary
19/08/2019,-1.707978,54.865866,E01020670,Shoplifting
01/08/2019,-1.706149,54.864631,E01020670,Vehicle crime
08/08/2019,-1.696459,54.860347,E01020670,Vehicle crime
19/08/2019,-1.707769,54.862496,E01020671,Burglary
06/08/2019,-1.709642,54.86206,E01020671,Burglary
18/08/2019,-1.709113,54.859794,E01020671,Burglary
05/08/2019,-1.705091,54.86018,E01020671,Burglary
09/08/2019,-1.70719,54.862854,E01020671,Vehicle crime
13/08/2019,-1.710413,54.863131,E01020672,Burglary
28/08/2019,-1.703487,54.860095,E01020672,Vehicle crime
30/08/2019,-1.831825,54.851111,E01020640,Burglary
17/08/2019,-1.832419,54.850636,E01020640,Burglary
04/08/2019,-1.827581,54.849335,E01020640,Burglary
14/08/2019,-1.828798,54.85241,E01020640,Burglary
06/08/2019,-1.834339,54.849632,E01020640,Shoplifting
01/08/2019,-1.828898,54.850981,E01020640,Shoplifting
05/08/2019,-1.834574,54.849264,E01020640,Shoplifting
01/08/2019,-1.834574,54.849264,E01020640,Shoplifting
21/08/2019,-1.834574,54.849264,E01020640,Shoplifting
18/08/2019,-1.83264,54.857457,E01020641,Vehicle crime
22/08/2019,-1.82447,54.859242,E01020641,Vehicle crime
11/08/2019,-1.82447,54.859242,E01020641,Vehicle crime
05/08/2019,-1.82915,54.861388,E01020642,Vehicle crime
11/08/2019,-1.82915,54.861388,E01020642,Vehicle crime
27/08/2019,-1.82915,54.861388,E01020642,Vehicle crime
22/08/2019,-1.833567,54.851833,E01020643,Theft from the person
10/08/2019,-1.833273,54.851194,E01020643,Theft from the person
25/08/2019,-1.808785,54.862238,E01020667,Vehicle crime
14/08/2019,-1.576614,54.854534,E01020593,Burglary
05/08/2019,-1.57711,54.853251,E01020593,Burglary
27/08/2019,-1.575222,54.853577,E01020593,Shoplifting
14/08/2019,-1.575559,54.8556,E01020593,Shoplifting
18/08/2019,-1.575459,54.857774,E01020593,Shoplifting
25/08/2019,-1.575065,54.858168,E01020593,Shoplifting
24/08/2019,-1.573835,54.852242,E01020593,Shoplifting
06/08/2019,-1.575459,54.857774,E01020593,Shoplifting
17/08/2019,-1.575091,54.857153,E01020593,Shoplifting
23/08/2019,-1.575459,54.857774,E01020593,Shoplifting
13/08/2019,-1.575559,54.8556,E01020593,Shoplifting
17/08/2019,-1.575091,54.857153,E01020593,Shoplifting
23/08/2019,-1.575065,54.858168,E01020593,Shoplifting
05/08/2019,-1.575091,54.857153,E01020593,Shoplifting
03/08/2019,-1.575559,54.8556,E01020593,Shoplifting
04/08/2019,-1.575559,54.8556,E01020593,Shoplifting
20/08/2019,-1.580554,54.854593,E01020593,Shoplifting
01/08/2019,-1.575222,54.853577,E01020593,Shoplifting
14/08/2019,-1.575065,54.858168,E01020593,Shoplifting
22/08/2019,-1.575065,54.858168,E01020593,Shoplifting
03/08/2019,-1.575091,54.857153,E01020593,Shoplifting
23/08/2019,-1.580891,54.855133,E01020593,Vehicle crime
04/08/2019,-1.583722,54.849517,E01020599,Burglary
26/08/2019,-1.580617,54.85001,E01020599,Shoplifting
28/08/2019,-1.580617,54.85001,E01020599,Shoplifting
04/08/2019,-1.583722,54.849517,E01020599,Vehicle crime
06/08/2019,-1.608614,54.857023,E01020618,Vehicle crime
30/08/2019,-1.819648,54.847266,E01020652,Vehicle crime
15/08/2019,-1.809573,54.860245,E01020668,Vehicle crime
22/08/2019,-1.806443,54.859997,E01020668,Vehicle crime
10/08/2019,-1.802588,54.864709,E01020669,Vehicle crime
06/08/2019,-1.574928,54.850448,E01020594,Burglary
22/08/2019,-1.573608,54.854551,E01020594,Shoplifting
20/08/2019,-1.573608,54.854551,E01020594,Shoplifting
17/08/2019,-1.570033,54.853819,E01020595,Shoplifting
30/08/2019,-1.570033,54.853819,E01020595,Shoplifting
22/08/2019,-1.583472,54.848034,E01020600,Shoplifting
23/08/2019,-1.598858,54.844958,E01020603,Burglary
21/08/2019,-1.601278,54.849037,E01020605,Burglary
17/08/2019,-1.858464,54.862773,E01020630,Burglary
08/08/2019,-1.850155,54.859861,E01020631,Burglary
25/08/2019,-1.838791,54.850114,E01020644,Burglary
28/08/2019,-1.858486,54.842977,E01020644,Burglary
29/08/2019,-1.838791,54.850114,E01020644,Shoplifting
21/08/2019,-1.838791,54.850114,E01020644,Shoplifting
15/08/2019,-1.838791,54.850114,E01020644,Shoplifting
19/08/2019,-1.854098,54.846629,E01020644,Vehicle crime
28/08/2019,-1.870635,54.83723,E01020645,Vehicle crime
03/08/2019,-1.509205,54.846489,E01020590,Burglary
24/08/2019,-1.50731,54.846059,E01020590,Shoplifting
18/08/2019,-1.514332,54.859154,E01020591,Burglary
16/08/2019,-1.517578,54.854772,E01020591,Vehicle crime
21/08/2019,-1.523077,54.84676,E01020608,Burglary
26/08/2019,-1.544302,54.837244,E01020609,Shoplifting
12/08/2019,-1.546002,54.834195,E01020610,Vehicle crime
14/08/2019,-1.355726,54.840991,E01020781,Vehicle crime
25/08/2019,-1.415028,54.832943,E01020786,Burglary
10/08/2019,-1.370066,54.845057,E01020786,Vehicle crime
20/08/2019,-1.383273,54.842905,E01020786,Vehicle crime
21/08/2019,-1.367497,54.838043,E01020787,Burglary
09/08/2019,-1.370385,54.834562,E01020787,Vehicle crime
15/08/2019,-1.342506,54.844857,E01033163,Burglary
30/08/2019,-1.339711,54.844338,E01033163,Vehicle crime
21/08/2019,-1.368202,54.843798,E01033202,Burglary
25/08/2019,-1.368645,54.839325,E01033202,Burglary
16/08/2019,-1.333883,54.832291,E01020741,Vehicle crime
29/08/2019,-1.331522,54.833842,E01020741,Vehicle crime
29/08/2019,-1.335246,54.837475,E01020784,Burglary
21/08/2019,-1.332132,54.837449,E01020784,Burglary
11/08/2019,-1.33221,54.84028,E01020784,Burglary
05/08/2019,-1.332805,54.839133,E01020784,Burglary
14/08/2019,-1.33221,54.84028,E01020784,Burglary
19/08/2019,-1.331697,54.834607,E01020784,Shoplifting
21/08/2019,-1.333872,54.838636,E01020784,Shoplifting
30/08/2019,-1.333872,54.838636,E01020784,Shoplifting
26/08/2019,-1.331697,54.834607,E01020784,Shoplifting
27/08/2019,-1.333872,54.838636,E01020784,Shoplifting
25/08/2019,-1.334387,54.837641,E01020784,Shoplifting
27/08/2019,-1.332316,54.836668,E01020784,Shoplifting
10/08/2019,-1.332316,54.836668,E01020784,Shoplifting
12/08/2019,-1.332316,54.836668,E01020784,Shoplifting
16/08/2019,-1.331697,54.834607,E01020784,Shoplifting
15/08/2019,-1.332316,54.836668,E01020784,Shoplifting
05/08/2019,-1.33518,54.836774,E01020784,Shoplifting
07/08/2019,-1.345024,54.826852,E01020743,Burglary
24/08/2019,-1.357552,54.83489,E01020747,Shoplifting
16/08/2019,-1.362169,54.834294,E01020747,Vehicle crime
18/08/2019,-1.364032,54.83665,E01020748,Burglary
06/08/2019,-1.365097,54.837248,E01020748,Theft from the person
09/08/2019,-1.381017,54.820382,E01020773,Vehicle crime
09/08/2019,-1.397024,54.819887,E01020775,Vehicle crime
20/08/2019,-1.394157,54.821104,E01020775,Vehicle crime
24/08/2019,-1.397024,54.819887,E01020775,Vehicle crime
24/08/2019,-1.595829,54.820774,E01020607,Burglary
12/08/2019,-1.593639,54.82659,E01020607,Burglary
10/08/2019,-1.593639,54.82659,E01020607,Burglary
13/08/2019,-1.593639,54.82659,E01020607,Burglary
02/08/2019,-1.582627,54.82277,E01020607,Vehicle crime
14/08/2019,-1.627386,54.819644,E01020620,Shoplifting
26/08/2019,-1.627386,54.819644,E01020620,Shoplifting
04/08/2019,-1.627386,54.819644,E01020620,Shoplifting
02/08/2019,-1.627386,54.819644,E01020620,Shoplifting
15/08/2019,-1.627386,54.819644,E01020620,Shoplifting
02/08/2019,-1.627386,54.819644,E01020620,Shoplifting
19/08/2019,-1.627386,54.819644,E01020620,Shoplifting
23/08/2019,-1.632585,54.822958,E01020620,Vehicle crime
01/08/2019,-1.617658,54.821447,E01020621,Burglary
29/08/2019,-1.751174,54.82679,E01020664,Burglary
25/08/2019,-1.734932,54.818417,E01020665,Vehicle crime
05/08/2019,-1.742477,54.830996,E01020665,Vehicle crime
23/08/2019,-1.749753,54.819949,E01020666,Burglary
16/08/2019,-1.396294,54.817673,E01020776,Burglary
24/08/2019,-1.393312,54.816274,E01020776,Burglary
23/08/2019,-1.408426,54.816016,E01020776,Vehicle crime
20/08/2019,-1.363809,54.817121,E01033161,Burglary
19/08/2019,-1.374338,54.814542,E01033161,Shoplifting
24/08/2019,-1.383069,54.815486,E01033161,Shoplifting
05/08/2019,-1.383069,54.815486,E01033161,Shoplifting
23/08/2019,-1.383069,54.815486,E01033161,Shoplifting
10/08/2019,-1.383069,54.815486,E01033161,Shoplifting
16/08/2019,-1.383069,54.815486,E01033161,Shoplifting
07/08/2019,-1.363809,54.817121,E01033161,Vehicle crime
26/08/2019,-1.385372,54.818553,E01033198,Burglary
04/08/2019,-1.382925,54.816725,E01033198,Burglary
16/08/2019,-1.383895,54.817422,E01033198,Shoplifting
16/08/2019,-1.383895,54.817422,E01033198,Shoplifting
18/08/2019,-1.406568,54.798375,E01033205,Vehicle crime
24/08/2019,-1.412068,54.79984,E01033206,Burglary
24/08/2019,-1.415217,54.803666,E01033206,Burglary
15/08/2019,-1.410174,54.800676,E01033206,Vehicle crime
25/08/2019,-1.557961,54.806803,E01020709,Burglary
19/08/2019,-1.580318,54.806757,E01020709,Shoplifting
02/08/2019,-1.581064,54.80684,E01020709,Shoplifting
02/08/2019,-1.580318,54.806757,E01020709,Shoplifting
30/08/2019,-1.581064,54.80684,E01020709,Shoplifting
18/08/2019,-1.581064,54.80684,E01020709,Shoplifting
21/08/2019,-1.580318,54.806757,E01020709,Shoplifting
13/08/2019,-1.581064,54.80684,E01020709,Shoplifting
27/08/2019,-1.580318,54.806757,E01020709,Shoplifting
19/08/2019,-1.580318,54.806757,E01020709,Shoplifting
18/08/2019,-1.581064,54.80684,E01020709,Shoplifting
16/08/2019,-1.580318,54.806757,E01020709,Shoplifting
19/08/2019,-1.581064,54.80684,E01020709,Shoplifting
29/08/2019,-1.578563,54.808009,E01020709,Shoplifting
27/08/2019,-1.581064,54.80684,E01020709,Shoplifting
11/08/2019,-1.576067,54.805691,E01020709,Shoplifting
21/08/2019,-1.581064,54.80684,E01020709,Shoplifting
25/08/2019,-1.570493,54.79726,E01020719,Burglary
03/08/2019,-1.590977,54.795839,E01020708,Burglary
02/08/2019,-1.73514,54.784197,E01020646,Vehicle crime
05/08/2019,-1.338693,54.789433,E01020751,Vehicle crime
06/08/2019,-1.332925,54.791235,E01020751,Vehicle crime
09/08/2019,-1.342043,54.788104,E01020751,Vehicle crime
28/08/2019,-1.323276,54.788827,E01020752,Burglary
27/08/2019,-1.322758,54.788222,E01020752,Burglary
27/08/2019,-1.329524,54.788116,E01020752,Burglary
27/08/2019,-1.324799,54.788908,E01020752,Shoplifting
13/08/2019,-1.329524,54.788116,E01020752,Vehicle crime
04/08/2019,-1.324799,54.788908,E01020752,Vehicle crime
07/08/2019,-1.320451,54.788515,E01020752,Vehicle crime
30/08/2019,-1.323276,54.788827,E01020752,Vehicle crime
21/08/2019,-1.319953,54.78764,E01020752,Vehicle crime
24/08/2019,-1.350165,54.783915,E01020754,Burglary
17/08/2019,-1.352652,54.778105,E01020756,Vehicle crime
20/08/2019,-1.353706,54.787142,E01020756,Vehicle crime
18/08/2019,-1.632496,54.783076,E01020679,Shoplifting
15/08/2019,-1.639328,54.784031,E01020679,Theft from the person
24/08/2019,-1.639328,54.784031,E01020679,Vehicle crime
11/08/2019,-1.630607,54.783906,E01020679,Vehicle crime
17/08/2019,-1.634882,54.783928,E01020679,Vehicle crime
18/08/2019,-1.629372,54.810089,E01020681,Vehicle crime
07/08/2019,-1.637159,54.779765,E01020716,Vehicle crime
27/08/2019,-1.490579,54.797059,E01020725,Burglary
18/08/2019,-1.510323,54.811968,E01020726,Theft from the person
26/08/2019,-1.524196,54.816471,E01020727,Burglary
25/08/2019,-1.524196,54.816471,E01020727,Vehicle crime
24/08/2019,-1.483185,54.773096,E01020729,Burglary
08/08/2019,-1.505091,54.77281,E01020731,Burglary
30/08/2019,-1.505058,54.774239,E01020731,Shoplifting
20/08/2019,-1.505058,54.774239,E01020731,Shoplifting
28/08/2019,-1.524608,54.785397,E01020683,Shoplifting
05/08/2019,-1.524608,54.785397,E01020683,Shoplifting
17/08/2019,-1.542348,54.778698,E01020693,Shoplifting
09/08/2019,-1.542348,54.778698,E01020693,Shoplifting
28/08/2019,-1.542301,54.775957,E01020693,Shoplifting
23/08/2019,-1.538156,54.779563,E01020693,Shoplifting
11/08/2019,-1.542348,54.778698,E01020693,Shoplifting
02/08/2019,-1.54129,54.775962,E01020693,Shoplifting
01/08/2019,-1.539912,54.775481,E01020693,Shoplifting
05/08/2019,-1.542301,54.775957,E01020693,Shoplifting
02/08/2019,-1.539912,54.775481,E01020693,Shoplifting
15/08/2019,-1.539912,54.775481,E01020693,Shoplifting
20/08/2019,-1.539912,54.775481,E01020693,Shoplifting
17/08/2019,-1.539912,54.775481,E01020693,Shoplifting
05/08/2019,-1.542348,54.778698,E01020693,Shoplifting
23/08/2019,-1.539912,54.775481,E01020693,Shoplifting
08/08/2019,-1.542348,54.778698,E01020693,Shoplifting
02/08/2019,-1.542348,54.778698,E01020693,Shoplifting
17/08/2019,-1.542301,54.775957,E01020693,Shoplifting
08/08/2019,-1.556198,54.778903,E01020723,Burglary
28/08/2019,-1.56351,54.77839,E01020723,Burglary
28/08/2019,-1.552934,54.780203,E01020723,Burglary
06/08/2019,-1.561324,54.779254,E01020723,Vehicle crime
13/08/2019,-1.547348,54.775042,E01020724,Vehicle crime
07/08/2019,-1.578536,54.776187,E01020703,Burglary
16/08/2019,-1.585782,54.777524,E01020703,Burglary
02/08/2019,-1.580923,54.776861,E01020703,Shoplifting
16/08/2019,-1.580923,54.776861,E01020703,Shoplifting
22/08/2019,-1.580923,54.776861,E01020703,Shoplifting
11/08/2019,-1.580923,54.776861,E01020703,Shoplifting
16/08/2019,-1.579902,54.77639,E01020703,Shoplifting
02/08/2019,-1.579902,54.77639,E01020703,Shoplifting
13/08/2019,-1.579902,54.77639,E01020703,Shoplifting
08/08/2019,-1.579902,54.77639,E01020703,Shoplifting
24/08/2019,-1.578536,54.776187,E01020703,Shoplifting
23/08/2019,-1.581726,54.77743,E01020703,Theft from the person
20/08/2019,-1.574751,54.778313,E01033164,Burglary
27/08/2019,-1.576172,54.776305,E01033164,Burglary
20/08/2019,-1.57432,54.773531,E01033164,Burglary
10/08/2019,-1.57354,54.776709,E01033164,Burglary
09/08/2019,-1.576643,54.7714,E01033164,Burglary
20/08/2019,-1.57432,54.773531,E01033164,Burglary
18/08/2019,-1.574847,54.775114,E01033164,Burglary
02/08/2019,-1.575167,54.777236,E01033164,Shoplifting
18/08/2019,-1.576942,54.775463,E01033164,Shoplifting
26/08/2019,-1.57354,54.776709,E01033164,Shoplifting
17/08/2019,-1.572202,54.778313,E01033164,Shoplifting
08/08/2019,-1.574883,54.776121,E01033164,Shoplifting
26/08/2019,-1.576864,54.777017,E01033164,Shoplifting
19/08/2019,-1.576049,54.777626,E01033164,Shoplifting
23/08/2019,-1.576172,54.776305,E01033164,Shoplifting
29/08/2019,-1.575167,54.777236,E01033164,Shoplifting
06/08/2019,-1.575167,54.777236,E01033164,Shoplifting
15/08/2019,-1.575167,54.777236,E01033164,Shoplifting
03/08/2019,-1.576172,54.776305,E01033164,Shoplifting
13/08/2019,-1.576172,54.776305,E01033164,Shoplifting
27/08/2019,-1.576172,54.776305,E01033164,Shoplifting
11/08/2019,-1.575167,54.777236,E01033164,Theft from the person
20/08/2019,-1.576049,54.777626,E01033164,Theft from the person
29/08/2019,-1.574751,54.778313,E01033164,Vehicle crime
07/08/2019,-1.57033,54.773022,E01033197,Burglary
01/08/2019,-1.567948,54.774802,E01033197,Burglary
04/08/2019,-1.570683,54.776394,E01033197,Vehicle crime
22/08/2019,-1.570506,54.774011,E01033197,Vehicle crime
17/08/2019,-1.579728,54.764689,E01033221,Burglary
25/08/2019,-1.584962,54.764949,E01033221,Burglary
28/08/2019,-1.716481,54.761931,E01020706,Burglary
19/08/2019,-1.704775,54.771015,E01020706,Burglary
21/08/2019,-1.704798,54.769982,E01020706,Shoplifting
29/08/2019,-1.704798,54.769982,E01020706,Shoplifting
14/08/2019,-1.704798,54.769982,E01020706,Shoplifting
27/08/2019,-1.704798,54.769982,E01020706,Shoplifting
10/08/2019,-1.704798,54.769982,E01020706,Shoplifting
28/08/2019,-1.704798,54.769982,E01020706,Shoplifting
09/08/2019,-1.704798,54.769982,E01020706,Shoplifting
06/08/2019,-1.704798,54.769982,E01020706,Shoplifting
17/08/2019,-1.644587,54.77656,E01020715,Burglary
26/08/2019,-1.648407,54.778881,E01020715,Vehicle crime
02/08/2019,-1.326274,54.760024,E01020745,Burglary
28/08/2019,-1.324623,54.757444,E01020745,Burglary
13/08/2019,-1.323842,54.758617,E01020745,Burglary
19/08/2019,-1.327082,54.75726,E01020745,Vehicle crime
27/08/2019,-1.333213,54.788864,E01020753,Burglary
22/08/2019,-1.34338,54.786206,E01020753,Burglary
19/08/2019,-1.333921,54.788383,E01020753,Burglary
21/08/2019,-1.343613,54.785245,E01020753,Theft from the person
05/08/2019,-1.326944,54.784282,E01020753,Vehicle crime
02/08/2019,-1.333921,54.788383,E01020753,Vehicle crime
04/08/2019,-1.337569,54.762081,E01020757,Shoplifting
08/08/2019,-1.337569,54.762081,E01020757,Shoplifting
23/08/2019,-1.337569,54.762081,E01020757,Shoplifting
02/08/2019,-1.337569,54.762081,E01020757,Shoplifting
02/08/2019,-1.327832,54.762638,E01020758,Burglary
14/08/2019,-1.329464,54.764463,E01020758,Burglary
26/08/2019,-1.329684,54.762451,E01020758,Burglary
17/08/2019,-1.32703,54.763191,E01020758,Vehicle crime
14/08/2019,-1.338553,54.769419,E01020759,Burglary
01/08/2019,-1.338553,54.769419,E01020759,Vehicle crime
15/08/2019,-1.326441,54.770575,E01020765,Burglary
27/08/2019,-1.325512,54.771271,E01020765,Burglary
26/08/2019,-1.326441,54.770575,E01020765,Vehicle crime
27/08/2019,-1.610299,54.746737,E01020684,Burglary
10/08/2019,-1.608222,54.759212,E01020684,Theft from the person
05/08/2019,-1.614431,54.750012,E01020684,Vehicle crime
02/08/2019,-1.588743,54.786063,E01020702,Burglary
17/08/2019,-1.581521,54.777627,E01020702,Shoplifting
28/08/2019,-1.581521,54.777627,E01020702,Shoplifting
24/08/2019,-1.592928,54.78889,E01020702,Shoplifting
11/08/2019,-1.581521,54.777627,E01020702,Shoplifting
23/08/2019,-1.577661,54.781109,E01020702,Theft from the person
21/08/2019,-1.581871,54.772353,E01020704,Burglary
25/08/2019,-1.598172,54.776038,E01020712,Shoplifting
24/08/2019,-1.596477,54.774532,E01020712,Vehicle crime
28/08/2019,-1.579809,54.768814,E01020713,Vehicle crime
30/08/2019,-1.400875,54.764675,E01020760,Burglary
19/08/2019,-1.400875,54.764675,E01020760,Burglary
08/08/2019,-1.400875,54.764675,E01020760,Burglary
23/08/2019,-1.373333,54.760779,E01020761,Burglary
09/08/2019,-1.388247,54.760091,E01020761,Shoplifting
16/08/2019,-1.386898,54.759869,E01020761,Shoplifting
22/08/2019,-1.388247,54.760091,E01020761,Shoplifting
06/08/2019,-1.388247,54.760091,E01020761,Vehicle crime
02/08/2019,-1.382765,54.759857,E01020761,Vehicle crime
02/08/2019,-1.387978,54.761402,E01020762,Shoplifting
19/08/2019,-1.387978,54.761402,E01020762,Shoplifting
27/08/2019,-1.387978,54.761402,E01020762,Shoplifting
23/08/2019,-1.387978,54.761402,E01020762,Shoplifting
12/08/2019,-1.387978,54.761402,E01020762,Shoplifting
01/08/2019,-1.387978,54.761402,E01020762,Shoplifting
16/08/2019,-1.387978,54.761402,E01020762,Shoplifting
16/08/2019,-1.386464,54.761862,E01020762,Shoplifting
11/08/2019,-1.387978,54.761402,E01020762,Shoplifting
01/08/2019,-1.387978,54.761402,E01020762,Shoplifting
26/08/2019,-1.387978,54.761402,E01020762,Shoplifting
02/08/2019,-1.387978,54.761402,E01020762,Shoplifting
11/08/2019,-1.387978,54.761402,E01020762,Shoplifting
16/08/2019,-1.391648,54.756082,E01020762,Shoplifting
16/08/2019,-1.411598,54.78403,E01020763,Burglary
18/08/2019,-1.420369,54.781727,E01020763,Vehicle crime
03/08/2019,-1.412416,54.783342,E01020763,Vehicle crime
24/08/2019,-1.347333,54.765666,E01020733,Burglary
08/08/2019,-1.346512,54.764529,E01020733,Vehicle crime
04/08/2019,-1.346602,54.769571,E01020735,Burglary
02/08/2019,-1.349809,54.770244,E01020735,Vehicle crime
17/08/2019,-1.350813,54.75508,E01020770,Burglary
22/08/2019,-1.350872,54.757228,E01020770,Burglary
30/08/2019,-1.344347,54.757166,E01020770,Burglary
29/08/2019,-1.350813,54.75508,E01020770,Vehicle crime
01/08/2019,-1.348753,54.755662,E01020770,Vehicle crime
25/08/2019,-1.355373,54.758537,E01020771,Burglary
20/08/2019,-1.355373,54.758537,E01020771,Burglary
25/08/2019,-1.355313,54.757404,E01020771,Burglary
16/08/2019,-1.355313,54.757404,E01020771,Shoplifting
27/08/2019,-1.355313,54.757404,E01020771,Shoplifting
02/08/2019,-1.355313,54.757404,E01020771,Shoplifting
15/08/2019,-1.358911,54.75692,E01020771,Vehicle crime
21/08/2019,-1.355986,54.760041,E01020771,Vehicle crime
08/08/2019,-1.345707,54.763374,E01020780,Burglary
23/08/2019,-1.342773,54.760294,E01020780,Burglary
10/08/2019,-1.340157,54.762535,E01020780,Shoplifting
06/08/2019,-1.31687,54.762964,E01020764,Burglary
17/08/2019,-1.31959,54.766636,E01020764,Burglary
